starttime	seconds	ctime	dtime	ttime	wait
Sat Aug 18 18:43:44 2018	1534628624	0	12	13	12
Sat Aug 18 18:43:47 2018	1534628627	0	12	13	12
Sat Aug 18 18:43:56 2018	1534628636	0	12	13	12
Sat Aug 18 18:43:54 2018	1534628634	0	12	13	12
Sat Aug 18 18:43:38 2018	1534628618	0	12	13	12
Sat Aug 18 18:43:55 2018	1534628635	0	12	13	12
Sat Aug 18 18:43:49 2018	1534628629	0	12	13	12
Sat Aug 18 18:43:50 2018	1534628630	0	12	13	12
Sat Aug 18 18:43:44 2018	1534628624	0	12	13	12
Sat Aug 18 18:43:50 2018	1534628630	0	12	13	12
Sat Aug 18 18:43:45 2018	1534628625	0	12	13	12
Sat Aug 18 18:43:37 2018	1534628617	0	12	13	12
Sat Aug 18 18:43:48 2018	1534628628	0	12	13	12
Sat Aug 18 18:43:50 2018	1534628630	0	12	13	12
Sat Aug 18 18:43:48 2018	1534628628	0	12	13	12
Sat Aug 18 18:43:43 2018	1534628623	0	12	13	12
Sat Aug 18 18:43:44 2018	1534628624	0	13	13	12
Sat Aug 18 18:43:52 2018	1534628632	0	12	13	12
Sat Aug 18 18:43:51 2018	1534628631	0	13	13	12
Sat Aug 18 18:43:39 2018	1534628619	0	12	13	12
Sat Aug 18 18:43:52 2018	1534628632	0	13	13	12
Sat Aug 18 18:43:46 2018	1534628626	0	13	13	12
Sat Aug 18 18:43:45 2018	1534628625	0	13	13	12
Sat Aug 18 18:43:38 2018	1534628618	0	13	13	12
Sat Aug 18 18:43:49 2018	1534628629	0	13	13	12
Sat Aug 18 18:43:40 2018	1534628620	0	13	13	12
Sat Aug 18 18:43:50 2018	1534628630	0	13	13	12
Sat Aug 18 18:43:41 2018	1534628621	0	13	13	13
Sat Aug 18 18:43:45 2018	1534628625	0	13	13	12
Sat Aug 18 18:43:48 2018	1534628628	0	13	13	12
Sat Aug 18 18:43:56 2018	1534628636	0	13	13	12
Sat Aug 18 18:43:47 2018	1534628627	0	13	13	12
Sat Aug 18 18:43:56 2018	1534628636	0	12	13	12
Sat Aug 18 18:43:47 2018	1534628627	0	13	13	12
Sat Aug 18 18:43:47 2018	1534628627	0	13	13	12
Sat Aug 18 18:43:41 2018	1534628621	0	12	13	12
Sat Aug 18 18:43:45 2018	1534628625	0	13	13	12
Sat Aug 18 18:43:50 2018	1534628630	0	13	13	12
Sat Aug 18 18:43:54 2018	1534628634	0	13	13	12
Sat Aug 18 18:43:49 2018	1534628629	0	13	13	13
Sat Aug 18 18:43:48 2018	1534628628	0	13	13	13
Sat Aug 18 18:43:45 2018	1534628625	0	13	13	13
Sat Aug 18 18:43:39 2018	1534628619	0	13	13	12
Sat Aug 18 18:43:53 2018	1534628633	0	13	13	12
Sat Aug 18 18:43:39 2018	1534628619	0	13	13	12
Sat Aug 18 18:43:48 2018	1534628628	0	13	13	12
Sat Aug 18 18:43:38 2018	1534628618	0	13	13	12
Sat Aug 18 18:43:56 2018	1534628636	0	13	13	12
Sat Aug 18 18:43:44 2018	1534628624	0	13	13	12
Sat Aug 18 18:43:49 2018	1534628629	0	13	13	12
Sat Aug 18 18:43:45 2018	1534628625	0	13	13	13
Sat Aug 18 18:43:37 2018	1534628617	0	13	13	12
Sat Aug 18 18:43:43 2018	1534628623	0	13	13	12
Sat Aug 18 18:43:43 2018	1534628623	0	13	13	13
Sat Aug 18 18:43:46 2018	1534628626	0	13	13	12
Sat Aug 18 18:43:48 2018	1534628628	0	13	13	12
Sat Aug 18 18:43:38 2018	1534628618	0	13	13	12
Sat Aug 18 18:43:48 2018	1534628628	0	13	13	13
Sat Aug 18 18:43:37 2018	1534628617	0	13	13	13
Sat Aug 18 18:43:51 2018	1534628631	0	13	13	13
Sat Aug 18 18:43:40 2018	1534628620	0	13	13	13
Sat Aug 18 18:43:40 2018	1534628620	0	13	13	13
Sat Aug 18 18:43:39 2018	1534628619	0	13	13	13
Sat Aug 18 18:43:44 2018	1534628624	0	13	13	13
Sat Aug 18 18:43:38 2018	1534628618	0	13	13	13
Sat Aug 18 18:43:45 2018	1534628625	0	13	13	13
Sat Aug 18 18:43:50 2018	1534628630	0	13	13	12
Sat Aug 18 18:43:53 2018	1534628633	0	13	13	12
Sat Aug 18 18:43:47 2018	1534628627	0	13	13	13
Sat Aug 18 18:43:40 2018	1534628620	0	13	13	13
Sat Aug 18 18:43:44 2018	1534628624	0	13	13	13
Sat Aug 18 18:43:55 2018	1534628635	0	13	13	13
Sat Aug 18 18:43:57 2018	1534628637	0	13	13	13
Sat Aug 18 18:43:43 2018	1534628623	0	13	13	13
Sat Aug 18 18:43:52 2018	1534628632	0	13	13	13
Sat Aug 18 18:43:45 2018	1534628625	0	13	13	13
Sat Aug 18 18:43:43 2018	1534628623	0	13	13	13
Sat Aug 18 18:43:46 2018	1534628626	0	13	13	13
Sat Aug 18 18:43:46 2018	1534628626	0	13	13	13
Sat Aug 18 18:43:45 2018	1534628625	0	13	13	13
Sat Aug 18 18:43:47 2018	1534628627	0	13	13	13
Sat Aug 18 18:43:43 2018	1534628623	0	13	13	13
Sat Aug 18 18:43:38 2018	1534628618	0	13	13	13
Sat Aug 18 18:43:47 2018	1534628627	0	13	13	13
Sat Aug 18 18:43:47 2018	1534628627	0	13	13	13
Sat Aug 18 18:43:49 2018	1534628629	0	13	13	13
Sat Aug 18 18:43:39 2018	1534628619	0	13	13	13
Sat Aug 18 18:43:42 2018	1534628622	0	13	13	13
Sat Aug 18 18:43:38 2018	1534628618	0	13	13	13
Sat Aug 18 18:43:39 2018	1534628619	0	13	13	13
Sat Aug 18 18:43:42 2018	1534628622	0	13	13	13
Sat Aug 18 18:43:56 2018	1534628636	0	13	13	13
Sat Aug 18 18:43:48 2018	1534628628	0	13	13	12
Sat Aug 18 18:43:52 2018	1534628632	0	13	13	13
Sat Aug 18 18:43:48 2018	1534628628	0	13	13	13
Sat Aug 18 18:43:51 2018	1534628631	0	13	13	13
Sat Aug 18 18:43:58 2018	1534628638	0	13	13	13
Sat Aug 18 18:43:50 2018	1534628630	0	13	13	13
Sat Aug 18 18:43:44 2018	1534628624	0	13	13	13
Sat Aug 18 18:43:50 2018	1534628630	0	13	13	13
Sat Aug 18 18:43:43 2018	1534628623	0	13	13	13
Sat Aug 18 18:43:51 2018	1534628631	0	13	13	13
Sat Aug 18 18:43:38 2018	1534628618	0	13	13	13
Sat Aug 18 18:43:43 2018	1534628623	0	13	13	13
Sat Aug 18 18:43:49 2018	1534628629	0	13	13	13
Sat Aug 18 18:43:43 2018	1534628623	0	13	13	13
Sat Aug 18 18:43:58 2018	1534628638	0	13	13	13
Sat Aug 18 18:43:39 2018	1534628619	0	13	13	13
Sat Aug 18 18:43:49 2018	1534628629	0	13	13	13
Sat Aug 18 18:43:41 2018	1534628621	0	13	13	13
Sat Aug 18 18:43:52 2018	1534628632	0	13	13	13
Sat Aug 18 18:43:46 2018	1534628626	0	13	13	13
Sat Aug 18 18:43:45 2018	1534628625	0	13	13	13
Sat Aug 18 18:43:44 2018	1534628624	0	13	13	13
Sat Aug 18 18:43:38 2018	1534628618	0	13	13	13
Sat Aug 18 18:43:50 2018	1534628630	0	13	13	13
Sat Aug 18 18:43:45 2018	1534628625	0	13	13	13
Sat Aug 18 18:43:47 2018	1534628627	0	13	13	13
Sat Aug 18 18:43:42 2018	1534628622	0	13	13	13
Sat Aug 18 18:43:56 2018	1534628636	0	13	13	13
Sat Aug 18 18:43:50 2018	1534628630	0	13	13	13
Sat Aug 18 18:43:52 2018	1534628632	0	13	13	13
Sat Aug 18 18:43:45 2018	1534628625	0	13	13	13
Sat Aug 18 18:43:50 2018	1534628630	0	13	13	13
Sat Aug 18 18:43:48 2018	1534628628	0	13	13	13
Sat Aug 18 18:43:42 2018	1534628622	0	13	13	13
Sat Aug 18 18:43:44 2018	1534628624	0	13	13	13
Sat Aug 18 18:43:42 2018	1534628622	0	13	13	13
Sat Aug 18 18:43:53 2018	1534628633	0	13	13	13
Sat Aug 18 18:43:40 2018	1534628620	0	13	13	13
Sat Aug 18 18:43:48 2018	1534628628	0	13	13	13
Sat Aug 18 18:43:44 2018	1534628624	0	13	13	13
Sat Aug 18 18:43:49 2018	1534628629	0	13	13	13
Sat Aug 18 18:43:48 2018	1534628628	0	13	13	13
Sat Aug 18 18:43:54 2018	1534628634	0	13	13	13
Sat Aug 18 18:43:48 2018	1534628628	0	13	13	13
Sat Aug 18 18:43:44 2018	1534628624	0	13	13	13
Sat Aug 18 18:43:40 2018	1534628620	0	13	13	13
Sat Aug 18 18:43:45 2018	1534628625	0	13	13	13
Sat Aug 18 18:43:39 2018	1534628619	0	13	13	13
Sat Aug 18 18:43:45 2018	1534628625	0	13	13	13
Sat Aug 18 18:43:44 2018	1534628624	0	13	13	13
Sat Aug 18 18:43:45 2018	1534628625	0	13	13	13
Sat Aug 18 18:43:55 2018	1534628635	0	13	13	13
Sat Aug 18 18:43:47 2018	1534628627	0	13	13	13
Sat Aug 18 18:43:50 2018	1534628630	0	13	14	13
Sat Aug 18 18:43:39 2018	1534628619	0	13	14	13
Sat Aug 18 18:43:50 2018	1534628630	0	13	14	13
Sat Aug 18 18:43:47 2018	1534628627	0	13	14	13
Sat Aug 18 18:43:38 2018	1534628618	0	13	14	13
Sat Aug 18 18:43:44 2018	1534628624	0	13	14	13
Sat Aug 18 18:43:38 2018	1534628618	0	13	14	13
Sat Aug 18 18:43:49 2018	1534628629	0	13	14	13
Sat Aug 18 18:43:50 2018	1534628630	0	13	14	13
Sat Aug 18 18:43:51 2018	1534628631	0	13	14	13
Sat Aug 18 18:43:42 2018	1534628622	0	13	14	13
Sat Aug 18 18:43:49 2018	1534628629	0	13	14	13
Sat Aug 18 18:43:51 2018	1534628631	0	13	14	13
Sat Aug 18 18:43:51 2018	1534628631	0	13	14	13
Sat Aug 18 18:43:50 2018	1534628630	0	14	14	13
Sat Aug 18 18:43:44 2018	1534628624	0	13	14	13
Sat Aug 18 18:43:47 2018	1534628627	0	14	14	13
Sat Aug 18 18:43:46 2018	1534628626	0	13	14	13
Sat Aug 18 18:43:48 2018	1534628628	0	14	14	13
Sat Aug 18 18:43:46 2018	1534628626	0	14	14	13
Sat Aug 18 18:43:49 2018	1534628629	0	14	14	13
Sat Aug 18 18:43:39 2018	1534628619	0	14	14	13
Sat Aug 18 18:43:47 2018	1534628627	0	14	14	13
Sat Aug 18 18:43:53 2018	1534628633	0	14	14	13
Sat Aug 18 18:43:49 2018	1534628629	0	14	14	14
Sat Aug 18 18:43:47 2018	1534628627	0	14	14	13
Sat Aug 18 18:43:56 2018	1534628636	0	14	14	13
Sat Aug 18 18:43:43 2018	1534628623	0	14	14	14
Sat Aug 18 18:43:51 2018	1534628631	0	14	14	13
Sat Aug 18 18:43:38 2018	1534628618	0	14	14	14
Sat Aug 18 18:43:50 2018	1534628630	0	14	14	13
Sat Aug 18 18:43:52 2018	1534628632	0	14	14	14
Sat Aug 18 18:43:54 2018	1534628634	0	14	14	14
Sat Aug 18 18:43:45 2018	1534628625	0	14	14	14
Sat Aug 18 18:43:51 2018	1534628631	0	14	14	13
Sat Aug 18 18:43:46 2018	1534628626	0	14	14	14
Sat Aug 18 18:43:44 2018	1534628624	0	14	14	14
Sat Aug 18 18:43:43 2018	1534628623	0	14	14	14
Sat Aug 18 18:43:50 2018	1534628630	0	14	14	14
Sat Aug 18 18:43:42 2018	1534628622	0	14	14	14
Sat Aug 18 18:43:50 2018	1534628630	0	14	14	14
Sat Aug 18 18:43:45 2018	1534628625	0	14	14	14
Sat Aug 18 18:43:49 2018	1534628629	0	14	14	14
Sat Aug 18 18:43:48 2018	1534628628	0	14	14	14
Sat Aug 18 18:43:44 2018	1534628624	0	14	14	14
Sat Aug 18 18:43:51 2018	1534628631	0	14	14	14
Sat Aug 18 18:43:40 2018	1534628620	0	14	14	14
Sat Aug 18 18:43:56 2018	1534628636	0	14	14	14
Sat Aug 18 18:43:45 2018	1534628625	0	14	14	14
Sat Aug 18 18:43:41 2018	1534628621	0	14	14	14
Sat Aug 18 18:43:46 2018	1534628626	0	14	14	14
Sat Aug 18 18:43:54 2018	1534628634	0	14	14	14
Sat Aug 18 18:43:43 2018	1534628623	0	14	14	14
Sat Aug 18 18:43:42 2018	1534628622	0	14	14	14
Sat Aug 18 18:43:38 2018	1534628618	0	14	14	14
Sat Aug 18 18:43:44 2018	1534628624	0	14	14	14
Sat Aug 18 18:43:43 2018	1534628623	0	14	14	14
Sat Aug 18 18:43:47 2018	1534628627	0	14	14	14
Sat Aug 18 18:43:53 2018	1534628633	0	14	14	14
Sat Aug 18 18:43:44 2018	1534628624	0	14	14	12
Sat Aug 18 18:43:46 2018	1534628626	0	14	14	14
Sat Aug 18 18:43:44 2018	1534628624	0	14	14	14
Sat Aug 18 18:43:53 2018	1534628633	0	14	14	14
Sat Aug 18 18:43:46 2018	1534628626	0	14	14	14
Sat Aug 18 18:43:40 2018	1534628620	0	14	14	14
Sat Aug 18 18:43:53 2018	1534628633	0	14	14	14
Sat Aug 18 18:43:56 2018	1534628636	0	14	14	14
Sat Aug 18 18:43:45 2018	1534628625	0	14	14	14
Sat Aug 18 18:43:50 2018	1534628630	0	14	14	14
Sat Aug 18 18:43:40 2018	1534628620	0	14	14	14
Sat Aug 18 18:43:50 2018	1534628630	0	14	14	14
Sat Aug 18 18:43:44 2018	1534628624	0	14	14	14
Sat Aug 18 18:43:47 2018	1534628627	0	14	14	13
Sat Aug 18 18:43:49 2018	1534628629	0	14	14	14
Sat Aug 18 18:43:40 2018	1534628620	0	14	14	14
Sat Aug 18 18:43:47 2018	1534628627	0	14	14	14
Sat Aug 18 18:43:44 2018	1534628624	0	14	14	14
Sat Aug 18 18:43:45 2018	1534628625	0	14	14	14
Sat Aug 18 18:43:38 2018	1534628618	0	14	15	13
Sat Aug 18 18:43:49 2018	1534628629	0	14	15	14
Sat Aug 18 18:43:47 2018	1534628627	0	14	15	14
Sat Aug 18 18:43:41 2018	1534628621	0	15	15	14
Sat Aug 18 18:43:52 2018	1534628632	0	15	15	14
Sat Aug 18 18:43:45 2018	1534628625	0	15	15	15
Sat Aug 18 18:43:49 2018	1534628629	0	15	15	14
Sat Aug 18 18:43:49 2018	1534628629	0	15	15	15
Sat Aug 18 18:43:46 2018	1534628626	0	15	15	14
Sat Aug 18 18:43:46 2018	1534628626	0	15	15	15
Sat Aug 18 18:43:50 2018	1534628630	0	15	15	15
Sat Aug 18 18:43:40 2018	1534628620	0	15	15	15
Sat Aug 18 18:43:57 2018	1534628637	0	15	15	15
Sat Aug 18 18:43:48 2018	1534628628	0	15	15	14
Sat Aug 18 18:43:38 2018	1534628618	0	15	15	14
Sat Aug 18 18:43:48 2018	1534628628	0	15	15	15
Sat Aug 18 18:43:47 2018	1534628627	0	15	15	15
Sat Aug 18 18:43:45 2018	1534628625	0	15	15	15
Sat Aug 18 18:43:50 2018	1534628630	0	15	15	15
Sat Aug 18 18:43:41 2018	1534628621	0	15	15	15
Sat Aug 18 18:43:57 2018	1534628637	0	15	15	15
Sat Aug 18 18:43:39 2018	1534628619	0	15	15	15
Sat Aug 18 18:43:54 2018	1534628634	0	15	15	15
Sat Aug 18 18:43:49 2018	1534628629	0	15	15	15
Sat Aug 18 18:43:41 2018	1534628621	0	15	15	15
Sat Aug 18 18:43:47 2018	1534628627	0	15	15	15
Sat Aug 18 18:43:47 2018	1534628627	0	15	15	15
Sat Aug 18 18:43:48 2018	1534628628	0	15	15	15
Sat Aug 18 18:43:49 2018	1534628629	0	15	15	15
Sat Aug 18 18:43:45 2018	1534628625	0	15	15	15
Sat Aug 18 18:43:56 2018	1534628636	0	15	15	15
Sat Aug 18 18:43:45 2018	1534628625	0	15	15	15
Sat Aug 18 18:43:41 2018	1534628621	0	15	15	15
Sat Aug 18 18:43:41 2018	1534628621	0	15	15	15
Sat Aug 18 18:43:47 2018	1534628627	0	15	15	15
Sat Aug 18 18:43:44 2018	1534628624	0	15	15	15
Sat Aug 18 18:43:45 2018	1534628625	0	15	15	15
Sat Aug 18 18:43:49 2018	1534628629	0	15	16	15
Sat Aug 18 18:43:49 2018	1534628629	0	15	16	15
Sat Aug 18 18:43:46 2018	1534628626	0	15	16	15
Sat Aug 18 18:43:52 2018	1534628632	0	16	16	15
Sat Aug 18 18:43:47 2018	1534628627	0	16	16	15
Sat Aug 18 18:43:41 2018	1534628621	0	16	16	16
Sat Aug 18 18:43:47 2018	1534628627	0	15	16	15
Sat Aug 18 18:43:45 2018	1534628625	0	16	16	16
Sat Aug 18 18:43:45 2018	1534628625	0	16	16	16
Sat Aug 18 18:43:49 2018	1534628629	0	16	16	16
Sat Aug 18 18:43:44 2018	1534628624	0	16	16	15
Sat Aug 18 18:43:40 2018	1534628620	0	16	16	16
Sat Aug 18 18:43:39 2018	1534628619	0	16	16	16
Sat Aug 18 18:43:44 2018	1534628624	0	16	16	16
Sat Aug 18 18:43:43 2018	1534628623	0	16	16	16
Sat Aug 18 18:43:53 2018	1534628633	0	16	16	16
Sat Aug 18 18:43:43 2018	1534628623	0	16	16	16
Sat Aug 18 18:43:46 2018	1534628626	0	16	16	16
Sat Aug 18 18:43:48 2018	1534628628	0	16	16	16
Sat Aug 18 18:43:47 2018	1534628627	0	16	16	16
Sat Aug 18 18:43:48 2018	1534628628	0	16	17	16
Sat Aug 18 18:43:45 2018	1534628625	0	17	17	16
Sat Aug 18 18:43:41 2018	1534628621	0	17	17	16
Sat Aug 18 18:43:39 2018	1534628619	0	17	17	16
Sat Aug 18 18:43:50 2018	1534628630	0	17	17	16
Sat Aug 18 18:43:49 2018	1534628629	0	17	17	17
Sat Aug 18 18:43:46 2018	1534628626	0	17	17	17
Sat Aug 18 18:43:43 2018	1534628623	0	17	17	17
Sat Aug 18 18:43:53 2018	1534628633	0	17	18	17
Sat Aug 18 18:43:41 2018	1534628621	0	17	18	17
Sat Aug 18 18:43:45 2018	1534628625	0	18	18	17
Sat Aug 18 18:43:39 2018	1534628619	0	18	18	17
Sat Aug 18 18:43:53 2018	1534628633	0	18	18	18
Sat Aug 18 18:43:49 2018	1534628629	0	18	18	18
Sat Aug 18 18:43:44 2018	1534628624	0	18	18	18
Sat Aug 18 18:43:56 2018	1534628636	0	19	19	19
Sat Aug 18 18:43:47 2018	1534628627	0	20	20	19
Sat Aug 18 18:43:49 2018	1534628629	0	22	22	22
Sat Aug 18 18:43:46 2018	1534628626	0	23	23	23
