starttime	seconds	ctime	dtime	ttime	wait
Sun Jul 29 15:27:17 2018	1532888837	0	66	66	65
Sun Jul 29 15:27:14 2018	1532888834	0	66	66	58
Sun Jul 29 15:27:27 2018	1532888847	0	66	66	19
Sun Jul 29 15:27:17 2018	1532888837	0	66	66	60
Sun Jul 29 15:27:17 2018	1532888837	0	66	66	66
Sun Jul 29 15:27:17 2018	1532888837	0	66	66	65
Sun Jul 29 15:27:14 2018	1532888834	0	66	66	61
Sun Jul 29 15:27:17 2018	1532888837	0	66	66	66
Sun Jul 29 15:27:15 2018	1532888835	0	66	66	51
Sun Jul 29 15:27:25 2018	1532888845	0	66	66	57
Sun Jul 29 15:27:20 2018	1532888840	0	66	66	66
Sun Jul 29 15:27:27 2018	1532888847	0	66	66	65
Sun Jul 29 15:27:16 2018	1532888836	0	66	66	66
Sun Jul 29 15:27:17 2018	1532888837	0	66	67	66
Sun Jul 29 15:27:13 2018	1532888833	0	66	67	64
Sun Jul 29 15:27:21 2018	1532888841	0	66	67	51
Sun Jul 29 15:27:16 2018	1532888836	0	66	67	36
Sun Jul 29 15:27:13 2018	1532888833	0	66	67	64
Sun Jul 29 15:27:15 2018	1532888835	0	67	67	66
Sun Jul 29 15:27:22 2018	1532888842	0	66	67	39
Sun Jul 29 15:27:11 2018	1532888831	0	66	67	66
Sun Jul 29 15:27:25 2018	1532888845	0	67	67	55
Sun Jul 29 15:27:11 2018	1532888831	0	66	67	66
Sun Jul 29 15:27:14 2018	1532888834	0	67	67	66
Sun Jul 29 15:27:14 2018	1532888834	0	67	67	66
Sun Jul 29 15:27:27 2018	1532888847	0	67	67	12
Sun Jul 29 15:27:26 2018	1532888846	0	67	67	66
Sun Jul 29 15:27:12 2018	1532888832	0	67	67	66
Sun Jul 29 15:27:26 2018	1532888846	0	67	67	41
Sun Jul 29 15:27:12 2018	1532888832	0	67	67	66
Sun Jul 29 15:27:19 2018	1532888839	0	67	67	66
Sun Jul 29 15:27:23 2018	1532888843	0	67	67	67
Sun Jul 29 15:27:19 2018	1532888839	0	67	67	66
Sun Jul 29 15:27:13 2018	1532888833	0	67	67	66
Sun Jul 29 15:27:19 2018	1532888839	0	67	67	67
Sun Jul 29 15:27:23 2018	1532888843	0	67	67	67
Sun Jul 29 15:27:11 2018	1532888831	0	67	67	67
Sun Jul 29 15:27:22 2018	1532888842	0	67	67	12
Sun Jul 29 15:27:11 2018	1532888831	0	67	67	66
Sun Jul 29 15:27:15 2018	1532888835	0	67	67	67
Sun Jul 29 15:27:22 2018	1532888842	0	68	68	62
Sun Jul 29 15:27:16 2018	1532888836	0	68	68	58
Sun Jul 29 15:27:16 2018	1532888836	0	67	68	52
Sun Jul 29 15:27:20 2018	1532888840	0	68	68	67
Sun Jul 29 15:27:13 2018	1532888833	0	68	68	46
Sun Jul 29 15:27:12 2018	1532888832	0	68	68	67
Sun Jul 29 15:27:13 2018	1532888833	0	68	68	40
Sun Jul 29 15:27:24 2018	1532888844	0	68	68	67
Sun Jul 29 15:27:27 2018	1532888847	0	68	68	39
Sun Jul 29 15:27:12 2018	1532888832	0	68	68	67
Sun Jul 29 15:27:18 2018	1532888838	0	68	68	62
Sun Jul 29 15:27:16 2018	1532888836	0	68	68	57
Sun Jul 29 15:27:24 2018	1532888844	0	68	68	67
Sun Jul 29 15:27:24 2018	1532888844	0	68	68	67
Sun Jul 29 15:27:16 2018	1532888836	0	68	68	43
Sun Jul 29 15:27:16 2018	1532888836	0	68	68	49
Sun Jul 29 15:27:16 2018	1532888836	0	68	68	67
Sun Jul 29 15:27:13 2018	1532888833	0	68	68	67
Sun Jul 29 15:27:27 2018	1532888847	0	68	68	66
Sun Jul 29 15:27:17 2018	1532888837	0	68	68	68
Sun Jul 29 15:27:24 2018	1532888844	0	68	68	68
Sun Jul 29 15:27:13 2018	1532888833	0	68	68	67
Sun Jul 29 15:27:21 2018	1532888841	0	68	68	68
Sun Jul 29 15:27:17 2018	1532888837	0	68	68	62
Sun Jul 29 15:27:21 2018	1532888841	0	68	68	57
Sun Jul 29 15:27:27 2018	1532888847	0	68	68	67
Sun Jul 29 15:27:27 2018	1532888847	0	68	68	67
Sun Jul 29 15:27:26 2018	1532888846	0	68	68	27
Sun Jul 29 15:27:27 2018	1532888847	0	68	68	67
Sun Jul 29 15:27:17 2018	1532888837	0	68	68	62
Sun Jul 29 15:27:27 2018	1532888847	0	68	68	43
Sun Jul 29 15:27:14 2018	1532888834	0	68	68	43
Sun Jul 29 15:27:25 2018	1532888845	0	68	68	68
Sun Jul 29 15:27:25 2018	1532888845	0	68	68	68
Sun Jul 29 15:27:21 2018	1532888841	0	68	69	58
Sun Jul 29 15:27:13 2018	1532888833	0	68	69	48
Sun Jul 29 15:27:13 2018	1532888833	0	68	69	24
Sun Jul 29 15:27:27 2018	1532888847	0	68	69	53
Sun Jul 29 15:27:13 2018	1532888833	0	68	69	61
Sun Jul 29 15:27:14 2018	1532888834	0	69	69	60
Sun Jul 29 15:27:27 2018	1532888847	0	69	69	61
Sun Jul 29 15:27:23 2018	1532888843	0	69	69	68
Sun Jul 29 15:27:24 2018	1532888844	0	68	69	68
Sun Jul 29 15:27:17 2018	1532888837	0	69	69	63
Sun Jul 29 15:27:17 2018	1532888837	0	69	69	68
Sun Jul 29 15:27:24 2018	1532888844	0	68	69	68
Sun Jul 29 15:27:26 2018	1532888846	0	69	69	68
Sun Jul 29 15:27:25 2018	1532888845	0	69	69	68
Sun Jul 29 15:27:24 2018	1532888844	0	69	69	68
Sun Jul 29 15:27:22 2018	1532888842	0	69	69	68
Sun Jul 29 15:27:22 2018	1532888842	0	69	69	68
Sun Jul 29 15:27:22 2018	1532888842	0	69	69	68
Sun Jul 29 15:27:21 2018	1532888841	0	69	69	40
Sun Jul 29 15:27:25 2018	1532888845	0	69	69	62
Sun Jul 29 15:27:25 2018	1532888845	0	69	69	62
Sun Jul 29 15:27:25 2018	1532888845	0	69	69	62
Sun Jul 29 15:27:27 2018	1532888847	0	69	69	68
Sun Jul 29 15:27:27 2018	1532888847	0	69	69	45
Sun Jul 29 15:27:22 2018	1532888842	0	69	69	68
Sun Jul 29 15:27:25 2018	1532888845	0	69	69	68
Sun Jul 29 15:27:22 2018	1532888842	0	69	69	68
Sun Jul 29 15:27:18 2018	1532888838	0	69	69	63
Sun Jul 29 15:27:26 2018	1532888846	0	69	69	50
Sun Jul 29 15:27:23 2018	1532888843	0	69	69	35
Sun Jul 29 15:27:22 2018	1532888842	0	69	69	68
Sun Jul 29 15:27:27 2018	1532888847	0	69	69	68
Sun Jul 29 15:27:28 2018	1532888848	0	69	69	69
Sun Jul 29 15:27:16 2018	1532888836	0	69	69	68
Sun Jul 29 15:27:20 2018	1532888840	0	69	69	69
Sun Jul 29 15:27:22 2018	1532888842	0	69	69	68
Sun Jul 29 15:27:16 2018	1532888836	0	69	69	69
Sun Jul 29 15:27:22 2018	1532888842	0	69	69	68
Sun Jul 29 15:27:20 2018	1532888840	0	69	69	60
Sun Jul 29 15:27:22 2018	1532888842	0	69	69	69
Sun Jul 29 15:27:22 2018	1532888842	0	69	69	68
Sun Jul 29 15:27:20 2018	1532888840	0	69	69	50
Sun Jul 29 15:27:16 2018	1532888836	0	70	70	69
Sun Jul 29 15:27:16 2018	1532888836	0	69	70	56
Sun Jul 29 15:27:22 2018	1532888842	0	69	70	55
Sun Jul 29 15:27:16 2018	1532888836	0	70	70	55
Sun Jul 29 15:27:19 2018	1532888839	0	70	70	63
Sun Jul 29 15:27:20 2018	1532888840	0	70	70	69
Sun Jul 29 15:27:28 2018	1532888848	0	70	70	70
Sun Jul 29 15:27:27 2018	1532888847	0	70	70	69
Sun Jul 29 15:27:12 2018	1532888832	0	70	70	69
Sun Jul 29 15:27:12 2018	1532888832	0	70	70	68
Sun Jul 29 15:27:23 2018	1532888843	0	70	70	70
Sun Jul 29 15:27:12 2018	1532888832	0	70	70	69
Sun Jul 29 15:27:25 2018	1532888845	0	70	70	69
Sun Jul 29 15:27:25 2018	1532888845	0	70	70	69
Sun Jul 29 15:27:12 2018	1532888832	0	70	70	69
Sun Jul 29 15:27:12 2018	1532888832	0	70	70	69
Sun Jul 29 15:27:24 2018	1532888844	0	70	70	35
Sun Jul 29 15:27:19 2018	1532888839	0	70	70	36
Sun Jul 29 15:27:19 2018	1532888839	0	70	70	46
Sun Jul 29 15:27:27 2018	1532888847	0	70	70	70
Sun Jul 29 15:27:12 2018	1532888832	0	70	70	32
Sun Jul 29 15:27:12 2018	1532888832	0	70	70	62
Sun Jul 29 15:27:19 2018	1532888839	0	70	70	57
Sun Jul 29 15:27:27 2018	1532888847	0	70	70	69
Sun Jul 29 15:27:17 2018	1532888837	0	70	70	48
Sun Jul 29 15:27:27 2018	1532888847	0	70	71	69
Sun Jul 29 15:27:22 2018	1532888842	0	70	71	69
Sun Jul 29 15:27:22 2018	1532888842	0	70	71	55
Sun Jul 29 15:27:22 2018	1532888842	0	70	71	69
Sun Jul 29 15:27:22 2018	1532888842	0	71	71	70
Sun Jul 29 15:27:23 2018	1532888843	0	71	71	70
Sun Jul 29 15:27:23 2018	1532888843	0	71	71	50
Sun Jul 29 15:27:21 2018	1532888841	0	70	71	26
Sun Jul 29 15:27:21 2018	1532888841	0	71	71	32
Sun Jul 29 15:27:21 2018	1532888841	0	71	71	70
Sun Jul 29 15:27:22 2018	1532888842	0	71	71	70
Sun Jul 29 15:27:27 2018	1532888847	0	71	71	51
Sun Jul 29 15:27:22 2018	1532888842	0	71	71	70
Sun Jul 29 15:27:15 2018	1532888835	0	71	71	70
Sun Jul 29 15:27:27 2018	1532888847	0	71	71	70
Sun Jul 29 15:27:20 2018	1532888840	0	71	71	37
Sun Jul 29 15:27:20 2018	1532888840	0	71	71	68
Sun Jul 29 15:27:20 2018	1532888840	0	71	71	69
Sun Jul 29 15:27:13 2018	1532888833	0	71	71	70
Sun Jul 29 15:27:20 2018	1532888840	0	71	71	69
Sun Jul 29 15:27:17 2018	1532888837	0	71	71	55
Sun Jul 29 15:27:14 2018	1532888834	0	71	71	57
Sun Jul 29 15:27:20 2018	1532888840	0	71	71	43
Sun Jul 29 15:27:12 2018	1532888832	0	71	71	58
Sun Jul 29 15:27:12 2018	1532888832	0	71	71	63
Sun Jul 29 15:27:12 2018	1532888832	0	71	71	63
Sun Jul 29 15:27:22 2018	1532888842	0	71	71	51
Sun Jul 29 15:27:13 2018	1532888833	0	71	71	71
Sun Jul 29 15:27:13 2018	1532888833	0	71	71	70
Sun Jul 29 15:27:22 2018	1532888842	0	71	72	50
Sun Jul 29 15:27:23 2018	1532888843	0	71	72	65
Sun Jul 29 15:27:22 2018	1532888842	0	71	72	51
Sun Jul 29 15:27:15 2018	1532888835	0	71	72	55
Sun Jul 29 15:27:27 2018	1532888847	0	71	72	70
Sun Jul 29 15:27:13 2018	1532888833	0	72	72	70
Sun Jul 29 15:27:27 2018	1532888847	0	72	72	70
Sun Jul 29 15:27:15 2018	1532888835	0	72	72	29
Sun Jul 29 15:27:15 2018	1532888835	0	72	72	27
Sun Jul 29 15:27:22 2018	1532888842	0	72	72	72
Sun Jul 29 15:27:14 2018	1532888834	0	72	72	54
Sun Jul 29 15:27:15 2018	1532888835	0	72	72	37
Sun Jul 29 15:27:18 2018	1532888838	0	71	72	70
Sun Jul 29 15:27:17 2018	1532888837	0	72	72	47
Sun Jul 29 15:27:18 2018	1532888838	0	72	72	71
Sun Jul 29 15:27:21 2018	1532888841	0	72	72	57
Sun Jul 29 15:27:21 2018	1532888841	0	72	72	71
Sun Jul 29 15:27:21 2018	1532888841	0	72	72	71
Sun Jul 29 15:27:18 2018	1532888838	0	72	72	71
Sun Jul 29 15:27:20 2018	1532888840	0	72	72	71
Sun Jul 29 15:27:21 2018	1532888841	0	72	72	71
Sun Jul 29 15:27:18 2018	1532888838	0	72	72	71
Sun Jul 29 15:27:20 2018	1532888840	0	72	72	71
Sun Jul 29 15:27:20 2018	1532888840	0	72	72	49
Sun Jul 29 15:27:20 2018	1532888840	0	72	72	71
Sun Jul 29 15:27:20 2018	1532888840	0	72	72	50
Sun Jul 29 15:27:19 2018	1532888839	0	72	72	71
Sun Jul 29 15:27:25 2018	1532888845	0	72	72	65
Sun Jul 29 15:27:16 2018	1532888836	0	72	72	71
Sun Jul 29 15:27:13 2018	1532888833	0	72	72	71
Sun Jul 29 15:27:16 2018	1532888836	0	72	72	71
Sun Jul 29 15:27:16 2018	1532888836	0	72	72	72
Sun Jul 29 15:27:11 2018	1532888831	0	72	72	46
Sun Jul 29 15:27:24 2018	1532888844	0	72	72	72
Sun Jul 29 15:27:11 2018	1532888831	0	72	72	52
Sun Jul 29 15:27:11 2018	1532888831	0	72	72	66
Sun Jul 29 15:27:24 2018	1532888844	0	72	73	72
Sun Jul 29 15:27:13 2018	1532888833	0	72	73	72
Sun Jul 29 15:27:13 2018	1532888833	0	72	73	71
Sun Jul 29 15:27:15 2018	1532888835	0	72	73	72
Sun Jul 29 15:27:15 2018	1532888835	0	72	73	44
Sun Jul 29 15:27:25 2018	1532888845	0	73	73	43
Sun Jul 29 15:27:17 2018	1532888837	0	73	73	72
Sun Jul 29 15:27:28 2018	1532888848	0	73	73	73
Sun Jul 29 15:27:24 2018	1532888844	0	73	73	51
Sun Jul 29 15:27:15 2018	1532888835	0	73	73	72
Sun Jul 29 15:27:20 2018	1532888840	0	73	73	72
Sun Jul 29 15:27:15 2018	1532888835	0	73	73	56
Sun Jul 29 15:27:20 2018	1532888840	0	73	73	72
Sun Jul 29 15:27:20 2018	1532888840	0	73	73	73
Sun Jul 29 15:27:18 2018	1532888838	0	73	73	73
Sun Jul 29 15:27:16 2018	1532888836	0	73	73	71
Sun Jul 29 15:27:12 2018	1532888832	1	73	73	57
Sun Jul 29 15:27:16 2018	1532888836	1	73	73	72
Sun Jul 29 15:27:16 2018	1532888836	0	73	73	44
Sun Jul 29 15:27:12 2018	1532888832	0	73	73	57
Sun Jul 29 15:27:18 2018	1532888838	0	73	73	73
Sun Jul 29 15:27:13 2018	1532888833	0	73	73	73
Sun Jul 29 15:27:27 2018	1532888847	0	74	74	67
Sun Jul 29 15:27:23 2018	1532888843	0	73	74	68
Sun Jul 29 15:27:18 2018	1532888838	0	74	74	73
Sun Jul 29 15:27:12 2018	1532888832	0	74	74	73
Sun Jul 29 15:27:17 2018	1532888837	0	73	74	55
Sun Jul 29 15:27:12 2018	1532888832	0	73	74	73
Sun Jul 29 15:27:18 2018	1532888838	0	74	74	73
Sun Jul 29 15:27:24 2018	1532888844	0	74	74	73
Sun Jul 29 15:27:27 2018	1532888847	0	74	74	67
Sun Jul 29 15:27:28 2018	1532888848	0	74	74	73
Sun Jul 29 15:27:27 2018	1532888847	0	74	74	67
Sun Jul 29 15:27:16 2018	1532888836	0	74	74	58
Sun Jul 29 15:27:25 2018	1532888845	0	74	74	73
Sun Jul 29 15:27:26 2018	1532888846	0	74	74	73
Sun Jul 29 15:27:17 2018	1532888837	0	74	74	61
Sun Jul 29 15:27:24 2018	1532888844	0	74	74	73
Sun Jul 29 15:27:28 2018	1532888848	0	74	74	74
Sun Jul 29 15:27:18 2018	1532888838	0	74	74	74
Sun Jul 29 15:27:15 2018	1532888835	0	74	74	29
Sun Jul 29 15:27:23 2018	1532888843	0	74	74	64
Sun Jul 29 15:27:18 2018	1532888838	0	74	74	73
Sun Jul 29 15:27:16 2018	1532888836	0	74	74	50
Sun Jul 29 15:27:22 2018	1532888842	1	74	74	73
Sun Jul 29 15:27:22 2018	1532888842	1	74	74	73
Sun Jul 29 15:27:26 2018	1532888846	0	74	74	71
Sun Jul 29 15:27:19 2018	1532888839	0	74	74	74
Sun Jul 29 15:27:19 2018	1532888839	0	74	74	73
Sun Jul 29 15:27:19 2018	1532888839	0	74	74	73
Sun Jul 29 15:27:13 2018	1532888833	0	74	74	73
Sun Jul 29 15:27:26 2018	1532888846	0	74	74	53
Sun Jul 29 15:27:15 2018	1532888835	0	75	75	60
Sun Jul 29 15:27:15 2018	1532888835	0	75	75	66
Sun Jul 29 15:27:15 2018	1532888835	0	75	75	51
Sun Jul 29 15:27:12 2018	1532888832	0	75	75	74
Sun Jul 29 15:27:11 2018	1532888831	0	75	75	51
Sun Jul 29 15:27:11 2018	1532888831	0	75	75	62
Sun Jul 29 15:27:21 2018	1532888841	0	75	75	57
Sun Jul 29 15:27:14 2018	1532888834	0	75	75	75
Sun Jul 29 15:27:14 2018	1532888834	0	75	75	75
Sun Jul 29 15:27:17 2018	1532888837	0	75	75	50
Sun Jul 29 15:27:20 2018	1532888840	0	75	75	38
Sun Jul 29 15:27:24 2018	1532888844	0	75	75	71
Sun Jul 29 15:27:19 2018	1532888839	0	75	75	67
Sun Jul 29 15:27:24 2018	1532888844	0	75	75	71
Sun Jul 29 15:27:21 2018	1532888841	0	75	75	51
Sun Jul 29 15:27:20 2018	1532888840	0	75	75	58
Sun Jul 29 15:27:16 2018	1532888836	0	75	76	74
Sun Jul 29 15:27:28 2018	1532888848	0	75	76	59
Sun Jul 29 15:27:28 2018	1532888848	0	75	76	75
Sun Jul 29 15:27:16 2018	1532888836	0	75	76	75
Sun Jul 29 15:27:14 2018	1532888834	0	75	76	73
Sun Jul 29 15:27:16 2018	1532888836	0	75	76	75
Sun Jul 29 15:27:14 2018	1532888834	0	75	76	75
Sun Jul 29 15:27:24 2018	1532888844	0	75	76	31
Sun Jul 29 15:27:14 2018	1532888834	0	76	76	74
Sun Jul 29 15:27:27 2018	1532888847	0	76	76	73
Sun Jul 29 15:27:15 2018	1532888835	0	76	76	75
Sun Jul 29 15:27:27 2018	1532888847	0	76	76	73
Sun Jul 29 15:27:27 2018	1532888847	0	76	76	73
Sun Jul 29 15:27:20 2018	1532888840	0	76	76	75
Sun Jul 29 15:27:15 2018	1532888835	0	76	76	75
Sun Jul 29 15:27:27 2018	1532888847	0	76	76	74
Sun Jul 29 15:27:20 2018	1532888840	0	76	76	67
Sun Jul 29 15:27:18 2018	1532888838	0	76	76	76
Sun Jul 29 15:27:21 2018	1532888841	0	76	76	75
Sun Jul 29 15:27:27 2018	1532888847	0	76	76	74
Sun Jul 29 15:27:11 2018	1532888831	0	76	76	75
Sun Jul 29 15:27:27 2018	1532888847	0	76	76	74
Sun Jul 29 15:27:27 2018	1532888847	0	76	76	75
Sun Jul 29 15:27:17 2018	1532888837	0	76	76	25
Sun Jul 29 15:27:19 2018	1532888839	0	76	76	75
Sun Jul 29 15:27:14 2018	1532888834	0	76	76	74
Sun Jul 29 15:27:27 2018	1532888847	0	76	76	75
Sun Jul 29 15:27:22 2018	1532888842	0	76	76	76
Sun Jul 29 15:27:17 2018	1532888837	0	76	76	75
Sun Jul 29 15:27:22 2018	1532888842	0	76	76	64
Sun Jul 29 15:27:17 2018	1532888837	0	76	76	75
Sun Jul 29 15:27:22 2018	1532888842	0	76	76	64
Sun Jul 29 15:27:23 2018	1532888843	0	76	76	71
Sun Jul 29 15:27:20 2018	1532888840	0	76	76	76
Sun Jul 29 15:27:23 2018	1532888843	0	76	76	70
Sun Jul 29 15:27:28 2018	1532888848	0	76	76	76
Sun Jul 29 15:27:28 2018	1532888848	3	74	76	74
Sun Jul 29 15:27:12 2018	1532888832	0	76	76	28
Sun Jul 29 15:27:20 2018	1532888840	0	76	76	76
Sun Jul 29 15:27:28 2018	1532888848	0	76	76	76
Sun Jul 29 15:27:20 2018	1532888840	0	76	76	76
Sun Jul 29 15:27:20 2018	1532888840	0	76	76	66
Sun Jul 29 15:27:12 2018	1532888832	0	76	76	75
Sun Jul 29 15:27:12 2018	1532888832	0	76	76	76
Sun Jul 29 15:27:24 2018	1532888844	0	76	77	57
Sun Jul 29 15:27:12 2018	1532888832	0	76	77	75
Sun Jul 29 15:27:17 2018	1532888837	0	76	77	76
Sun Jul 29 15:27:12 2018	1532888832	0	76	77	75
Sun Jul 29 15:27:12 2018	1532888832	0	76	77	67
Sun Jul 29 15:27:17 2018	1532888837	0	77	77	76
Sun Jul 29 15:27:12 2018	1532888832	0	76	77	76
Sun Jul 29 15:27:24 2018	1532888844	0	77	77	73
Sun Jul 29 15:27:24 2018	1532888844	0	77	77	72
Sun Jul 29 15:27:19 2018	1532888839	0	77	77	75
Sun Jul 29 15:27:19 2018	1532888839	0	77	77	76
Sun Jul 29 15:27:21 2018	1532888841	0	76	77	76
Sun Jul 29 15:27:19 2018	1532888839	0	77	77	62
Sun Jul 29 15:27:15 2018	1532888835	0	77	77	71
Sun Jul 29 15:27:19 2018	1532888839	0	77	77	54
Sun Jul 29 15:27:25 2018	1532888845	0	77	77	43
Sun Jul 29 15:27:19 2018	1532888839	0	77	77	76
Sun Jul 29 15:27:23 2018	1532888843	0	77	77	77
Sun Jul 29 15:27:19 2018	1532888839	0	77	77	76
Sun Jul 29 15:27:23 2018	1532888843	0	77	77	76
Sun Jul 29 15:27:14 2018	1532888834	0	77	77	69
Sun Jul 29 15:27:11 2018	1532888831	0	77	77	76
Sun Jul 29 15:27:18 2018	1532888838	0	77	77	71
Sun Jul 29 15:27:18 2018	1532888838	0	77	77	71
Sun Jul 29 15:27:11 2018	1532888831	0	77	77	75
Sun Jul 29 15:27:14 2018	1532888834	0	77	77	76
Sun Jul 29 15:27:11 2018	1532888831	0	77	77	76
Sun Jul 29 15:27:18 2018	1532888838	0	77	77	71
Sun Jul 29 15:27:16 2018	1532888836	0	77	77	71
Sun Jul 29 15:27:16 2018	1532888836	0	77	77	71
